age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,management,single,tertiary,no,9336,yes,no,cellular,18,may,311,2,-1,0,unknown,no
35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,may,171,1,175,6,failure,no
28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,764,5,-1,0,unknown,no
51,management,married,tertiary,no,307,yes,no,unknown,30,may,206,2,-1,0,unknown,no
38,technician,single,secondary,no,455,yes,no,unknown,20,jun,36,5,-1,0,unknown,no
41,management,married,tertiary,no,393,yes,no,unknown,8,may,110,2,-1,0,unknown,no
34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown,no
28,student,single,secondary,no,891,no,no,telephone,4,may,34,6,-1,0,unknown,no
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
36,student,single,secondary,no,409,yes,no,unknown,12,jun,72,1,-1,0,unknown,no
48,technician,married,secondary,no,6376,yes,no,cellular,18,nov,56,4,-1,0,unknown,no
46,management,married,tertiary,no,-3,no,no,cellular,25,aug,728,4,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
23,admin.,single,secondary,no,178,yes,no,unknown,16,may,107,1,-1,0,unknown,no
57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,other,no
38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
32,technician,divorced,secondary,no,211,yes,yes,unknown,29,may,230,4,-1,0,unknown,no
40,management,married,tertiary,no,185,no,no,cellular,21,aug,310,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,893,no,no,cellular,13,aug,62,2,-1,0,unknown,no
61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,254,1,359,1,failure,no
39,technician,married,secondary,no,697,no,no,cellular,15,jun,108,1,-1,0,unknown,no
77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,825,yes,no,cellular,17,jul,22,1,-1,0,unknown,no
30,technician,married,secondary,no,239,yes,no,cellular,20,apr,58,3,150,10,failure,no
24,admin.,single,secondary,no,-98,yes,no,cellular,16,jun,229,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,telephone,8,may,91,2,170,2,failure,no
27,management,single,secondary,no,-403,yes,no,cellular,21,jul,54,3,-1,0,unknown,no
34,blue-collar,married,primary,no,139,yes,no,unknown,9,may,106,1,-1,0,unknown,no
26,admin.,married,secondary,no,3160,yes,no,unknown,27,may,154,1,-1,0,unknown,no
59,self-employed,married,secondary,no,0,no,no,cellular,18,aug,203,4,-1,0,unknown,no
54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
33,admin.,married,secondary,no,2711,no,no,cellular,20,nov,184,1,104,1,failure,no
39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,169,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,18,yes,no,cellular,18,may,312,3,-1,0,unknown,no
32,management,single,tertiary,no,574,yes,no,cellular,20,nov,171,1,127,2,failure,no
71,housemaid,married,primary,no,227,no,no,cellular,8,apr,74,1,-1,0,unknown,no
45,admin.,married,secondary,no,-405,no,no,cellular,31,jul,189,3,-1,0,unknown,no
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,failure,no
39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no
45,services,married,primary,no,-79,yes,no,cellular,20,apr,59,4,348,2,failure,no
34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no
44,admin.,married,secondary,no,-372,yes,no,unknown,5,may,172,1,-1,0,unknown,no
31,blue-collar,single,primary,no,538,yes,no,cellular,14,may,703,4,-1,0,unknown,no
32,technician,married,secondary,no,4,no,no,cellular,4,feb,145,2,260,4,failure,no
33,technician,divorced,secondary,no,295,no,no,cellular,19,aug,360,2,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1454,no,no,cellular,17,nov,377,1,-1,0,unknown,no
56,services,divorced,secondary,no,450,no,no,unknown,9,jun,47,1,-1,0,unknown,no
51,technician,married,secondary,no,536,yes,yes,cellular,4,feb,53,1,-1,0,unknown,no
38,services,married,tertiary,no,-121,yes,no,unknown,21,may,288,1,-1,0,unknown,no
70,retired,married,secondary,no,1310,no,no,cellular,15,oct,634,1,-1,0,unknown,no
51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,52,6,-1,0,unknown,no
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,no
35,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649,2,-1,0,unknown,yes
37,admin.,married,secondary,no,1093,no,no,unknown,9,jun,160,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,2380,no,no,cellular,21,nov,95,3,-1,0,unknown,no
31,technician,single,secondary,no,7567,no,no,cellular,14,may,287,1,276,2,failure,no
48,admin.,married,unknown,no,0,yes,no,cellular,8,may,85,1,168,2,failure,no
33,blue-collar,married,primary,no,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
40,blue-collar,divorced,primary,yes,0,yes,no,telephone,21,nov,333,3,-1,0,unknown,no
20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,yes
43,management,married,tertiary,no,228,yes,no,cellular,2,feb,84,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,577,yes,no,cellular,13,may,154,2,350,3,failure,no
39,entrepreneur,single,secondary,no,829,no,no,cellular,5,feb,336,1,-1,0,unknown,no
31,management,single,tertiary,no,284,no,no,cellular,21,aug,45,4,-1,0,unknown,no
42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,yes
46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
38,blue-collar,divorced,secondary,no,2048,no,yes,cellular,14,may,123,1,-1,0,unknown,no
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
48,technician,married,tertiary,no,2392,yes,no,cellular,18,jul,133,5,-1,0,unknown,no
34,management,single,tertiary,no,2679,yes,no,cellular,7,may,195,1,-1,0,unknown,no
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes
46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,6,-1,0,unknown,no
54,housemaid,married,unknown,no,0,no,no,cellular,6,aug,189,2,-1,0,unknown,no
29,services,single,secondary,no,612,no,no,cellular,5,feb,47,1,198,5,other,no
45,management,divorced,tertiary,no,2096,no,no,cellular,21,nov,127,1,100,2,failure,no
45,self-employed,married,tertiary,no,1265,yes,no,cellular,6,feb,79,2,-1,0,unknown,no
35,blue-collar,single,primary,no,-631,yes,no,cellular,28,jul,124,3,-1,0,unknown,no
23,student,single,secondary,no,2412,yes,no,cellular,11,may,239,5,367,2,failure,no
70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
31,blue-collar,married,secondary,no,489,yes,no,unknown,23,may,204,4,-1,0,unknown,no
55,blue-collar,married,secondary,no,1268,yes,no,unknown,7,may,223,2,-1,0,unknown,no
55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,yes
30,technician,married,tertiary,no,179,yes,no,cellular,25,jul,111,2,-1,0,unknown,no
61,retired,married,secondary,no,1058,no,no,cellular,27,oct,277,1,92,5,success,no
38,management,single,tertiary,no,126,yes,no,unknown,30,may,355,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown,no
43,services,married,primary,no,448,yes,no,unknown,26,may,118,6,-1,0,unknown,no
29,technician,single,tertiary,no,405,yes,no,unknown,6,may,65,1,-1,0,unknown,no
36,management,single,secondary,no,992,no,no,unknown,6,jun,351,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,173,2,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-76,yes,no,cellular,14,jul,124,3,-1,0,unknown,no
41,management,married,tertiary,no,2031,yes,no,unknown,20,jun,7,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,no
43,management,married,tertiary,no,5926,no,no,cellular,6,aug,685,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,659,no,no,telephone,19,nov,401,1,-1,0,unknown,no
37,management,single,tertiary,no,0,yes,no,cellular,13,may,109,1,344,1,failure,no
34,technician,single,secondary,no,22,yes,no,cellular,6,may,197,1,-1,0,unknown,no
55,retired,married,primary,no,628,no,yes,cellular,6,aug,123,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,2613,no,no,cellular,29,jan,435,2,-1,0,unknown,no
48,blue-collar,divorced,primary,no,-18,yes,no,unknown,8,may,11,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112,1,-1,0,unknown,no
57,technician,married,secondary,no,104,no,no,cellular,27,aug,86,5,-1,0,unknown,no
35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
44,admin.,single,unknown,no,3,yes,no,unknown,13,may,443,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,870,no,yes,cellular,31,jul,87,2,-1,0,unknown,no
31,blue-collar,single,primary,no,-147,no,yes,cellular,9,jul,263,2,-1,0,unknown,no
30,services,single,tertiary,no,1,no,no,cellular,4,feb,66,2,-1,0,unknown,no
43,technician,married,secondary,no,1916,yes,no,unknown,13,may,565,2,-1,0,unknown,no
31,blue-collar,single,primary,no,485,no,yes,cellular,8,jul,447,2,-1,0,unknown,no
49,admin.,divorced,secondary,no,-212,yes,yes,cellular,11,may,469,1,350,1,failure,no
49,self-employed,married,tertiary,no,8142,no,no,telephone,18,nov,500,1,-1,0,unknown,no
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,yes
33,services,divorced,secondary,no,437,yes,no,cellular,15,jul,184,2,-1,0,unknown,no
38,management,married,tertiary,no,7255,yes,no,cellular,20,apr,410,2,-1,0,unknown,no
60,housemaid,married,primary,no,2008,no,no,cellular,7,aug,105,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes
40,blue-collar,divorced,secondary,no,94,yes,no,cellular,29,jan,121,1,245,1,failure,no
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,jul,126,3,-1,0,unknown,no
26,technician,single,tertiary,no,3411,no,no,cellular,18,feb,236,1,183,2,success,no
31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,yes
49,admin.,married,tertiary,no,8413,no,no,cellular,19,aug,131,6,-1,0,unknown,no
32,management,married,primary,no,5,yes,no,cellular,16,apr,194,2,-1,0,unknown,no
36,technician,married,secondary,no,3,no,no,cellular,20,aug,100,4,-1,0,unknown,no
49,management,married,primary,no,330,no,no,unknown,16,jun,123,1,-1,0,unknown,no
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
23,entrepreneur,single,secondary,no,1128,yes,no,cellular,18,may,77,3,-1,0,unknown,no
35,management,married,tertiary,no,0,no,no,cellular,25,aug,484,4,-1,0,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191,3,-1,0,unknown,no
38,admin.,married,secondary,no,-14,no,yes,cellular,8,jul,124,1,-1,0,unknown,no
28,services,single,secondary,no,102,no,no,cellular,15,jun,64,1,89,3,other,no
38,blue-collar,married,primary,no,3242,yes,no,cellular,17,apr,198,5,331,1,failure,no
32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,no
35,services,married,secondary,no,2048,yes,no,cellular,11,may,219,1,173,2,failure,no
48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,2,-1,0,unknown,no
35,management,single,tertiary,no,66,no,no,cellular,31,jul,213,3,-1,0,unknown,no
55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no
39,entrepreneur,single,unknown,no,879,yes,yes,cellular,2,feb,99,1,-1,0,unknown,no
41,housemaid,married,tertiary,no,783,yes,no,unknown,30,may,130,2,-1,0,unknown,no
28,management,married,tertiary,no,395,no,no,unknown,21,may,178,1,-1,0,unknown,no
42,technician,single,secondary,no,-321,no,no,cellular,28,jan,230,2,-1,0,unknown,no
40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
33,blue-collar,married,secondary,no,1454,yes,no,cellular,20,apr,322,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,524,yes,no,unknown,23,may,156,2,-1,0,unknown,no
30,admin.,married,secondary,no,-68,yes,no,cellular,10,jul,327,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,617,4,-1,0,unknown,yes
47,management,divorced,tertiary,no,4556,yes,no,unknown,14,may,146,1,-1,0,unknown,no
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
33,technician,married,tertiary,no,-988,yes,yes,cellular,15,jul,83,3,-1,0,unknown,no
55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,unknown,no
40,entrepreneur,single,secondary,no,943,yes,no,cellular,4,feb,179,3,-1,0,unknown,no
34,blue-collar,married,primary,no,147,yes,no,unknown,2,jun,80,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,-253,no,no,unknown,25,jun,43,1,-1,0,unknown,no
31,admin.,single,secondary,no,547,yes,no,cellular,29,jan,272,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,201,yes,no,unknown,28,may,180,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,53,yes,no,cellular,6,may,153,1,169,2,failure,no
35,blue-collar,divorced,primary,no,1077,yes,no,cellular,12,may,25,6,-1,0,unknown,no
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
26,management,single,tertiary,no,1222,no,yes,cellular,11,feb,108,1,-1,0,unknown,no
39,technician,married,secondary,no,1986,no,no,cellular,12,aug,217,6,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,1047,2,1,7,failure,no
54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,unknown,no
36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
35,technician,single,tertiary,no,275,yes,no,cellular,25,aug,63,5,-1,0,unknown,no
42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown,no
52,management,married,primary,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
44,services,married,primary,no,2226,yes,yes,unknown,13,may,55,1,-1,0,unknown,no
58,retired,married,secondary,no,100,yes,no,cellular,11,jul,186,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,-151,yes,no,cellular,5,feb,96,2,-1,0,unknown,no
31,management,single,tertiary,no,730,no,no,cellular,27,aug,108,6,-1,0,unknown,no
38,admin.,married,secondary,no,1280,yes,no,cellular,6,apr,916,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,no
31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,no
37,entrepreneur,married,primary,no,8,yes,yes,cellular,16,jul,46,1,-1,0,unknown,no
65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,no
43,management,married,primary,no,8167,yes,no,telephone,19,nov,202,2,184,2,failure,no
35,blue-collar,single,unknown,no,484,no,no,cellular,12,apr,143,2,186,1,failure,no
39,technician,divorced,secondary,no,807,yes,yes,cellular,26,aug,209,6,-1,0,unknown,no
55,blue-collar,married,unknown,no,213,no,no,cellular,14,aug,406,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663,2,-1,0,unknown,no
28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,yes
36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
58,unemployed,married,primary,no,446,no,no,cellular,28,jan,402,2,-1,0,unknown,no
39,blue-collar,married,tertiary,no,206,yes,yes,unknown,28,may,153,3,-1,0,unknown,no
50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,406,yes,no,unknown,11,jun,126,12,-1,0,unknown,no
28,student,single,secondary,no,305,no,no,cellular,7,jul,625,1,-1,0,unknown,no
28,management,married,tertiary,no,103,yes,no,unknown,16,may,461,2,-1,0,unknown,no
50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,79,3,-1,0,unknown,no
31,management,married,secondary,no,2019,no,no,unknown,7,may,380,2,-1,0,unknown,no
46,admin.,married,secondary,no,38,yes,yes,cellular,12,may,455,1,-1,0,unknown,no
44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no
30,admin.,single,secondary,no,1249,no,no,cellular,8,jul,220,4,-1,0,unknown,no
60,retired,single,tertiary,no,305,yes,no,cellular,3,feb,137,5,211,3,other,no
31,technician,single,tertiary,no,0,yes,no,cellular,17,jul,90,1,-1,0,unknown,no
49,entrepreneur,divorced,primary,yes,-736,no,no,cellular,31,jul,305,6,-1,0,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269,2,-1,0,unknown,no
34,admin.,married,secondary,no,353,no,yes,cellular,18,nov,126,3,-1,0,unknown,no
25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
32,technician,single,secondary,no,5600,yes,no,cellular,21,nov,77,1,-1,0,unknown,no
42,management,married,tertiary,no,2819,yes,no,cellular,18,nov,149,2,-1,0,unknown,no
35,management,single,tertiary,no,48,yes,yes,cellular,25,jul,226,1,-1,0,unknown,no
34,management,single,tertiary,no,3679,yes,no,cellular,12,aug,178,1,-1,0,unknown,no
57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
55,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,unknown,no
39,management,married,secondary,no,6012,no,no,telephone,23,jul,383,2,-1,0,unknown,no
29,admin.,married,secondary,no,187,yes,yes,cellular,24,jul,386,2,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,25,yes,no,cellular,7,may,166,1,-1,0,unknown,no
38,technician,single,tertiary,no,6889,yes,no,cellular,28,jan,194,1,286,3,failure,no
43,blue-collar,single,primary,no,181,yes,no,cellular,7,may,174,1,343,2,failure,no
42,technician,single,tertiary,no,135,no,no,cellular,6,aug,384,2,-1,0,unknown,no
43,technician,married,secondary,no,1937,yes,no,unknown,5,may,181,1,-1,0,unknown,no
27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
54,blue-collar,married,secondary,no,734,no,yes,unknown,12,jun,124,1,-1,0,unknown,no
44,services,married,secondary,no,744,yes,no,unknown,29,may,574,1,-1,0,unknown,no
32,admin.,single,secondary,no,642,yes,no,cellular,5,feb,52,1,253,2,failure,no
55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown,no
45,admin.,married,unknown,no,1577,no,no,unknown,20,jun,16,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,202,no,no,cellular,30,jan,128,2,-1,0,unknown,no
39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,-1,0,unknown,no
58,retired,married,secondary,no,1874,no,no,unknown,30,may,103,5,-1,0,unknown,no
25,admin.,single,secondary,no,768,yes,no,unknown,13,may,203,1,-1,0,unknown,no
46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,yes
29,unemployed,married,secondary,no,39,no,yes,cellular,18,jul,184,3,-1,0,unknown,no
38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,no
